H2O@ Tob-I Amor-Sl Jennite Tob-II C2AH8 C2FH8 C3AH6 C3FH6 C4AH13 C4FH13 ettringite Fe-ettringite 1ettringite 1Fe-ettringite monosulphate Fe-monosulphate straetlingite C2FSH8 hemicarbonate Fe-hemicarbonate monocarbonate Femonocarbonate 1C4AH13 1monosulphate 2C4AH13 2monosulphate tricarboalu 2ettringite 1tricarboalu 3ettringite hydrotalcite Fe-hydrotalcite AlOHam Gbs Kln Gr C2S-beta C3A C3S C4AF 1C2AH8 1C3AH6 3C4AH13 CAH10 3monosulphate 1straetlingite C3AS0.8H4.4 1hemicarbonate 1monocarbonate 4ettringite Arg Cal Dis-Dol Ord-Dol Lim Portlandite Anh Gp hemihydrate thaumasite Fe FeCO3(pr) Sd Hem Mag Fe(OH)3(am) Fe(OH)3(mic) Gt Py Tro Melanterite syngenite 1hydrotalcite CO3-hydrotalcite Mgs Brc Sulfur Qtz Amor-Sl 
33.4056 0 0 18.1125 1.81808 0 0 0 0 0 0 11.7729 0.00637545 0.000575601 3.11709e-07 0 0 0 0 0 0 0 0 0 0 0 0 1.39152e-12 1.33753e-05 1.39152e-12 1.33753e-05 0.00149173 0.456614 0 0 0 0 13.4691 5.6821 32.6358 6.51479 0 0 0 0 0 0 0 0 0 2.39993e-07 0 0.7897 0 0 0 11.1135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.5058 0 0 0 
32.9182 0 0 18.9735 1.90439 0 0 0 0 0 0 12.3404 0.000633283 0.000648711 3.32904e-08 0 0 0 0 0 0 0 0 0 0 0 0 1.38185e-08 0.013332 1.38185e-08 0.013332 0.0175971 0.511197 0 0 0 0 13.3296 5.57255 31.6429 6.46397 0 0 0 0 0 0 0 0 0 0.000253175 0 0.789497 0 0 0 11.5201 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.47356 0 0 0 
32.4904 0 0 19.8349 1.99076 0 0 0 0 0 0 12.7634 0.000124155 0.00071633 6.96809e-09 0 0 0 0 0 0 0 0 0 0 0 0 4.64834e-08 0.010014 4.64834e-08 0.010014 0.103441 0.569674 0 0 0 0 13.1847 5.46205 30.6565 6.40745 0 0 0 0 0 0 0 0 0 0.000127294 0 0.789322 0 0 0 11.988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.40285 0 0 0 
32.1202 0 0 20.6948 2.07702 0 0 0 0 0 0 12.9126 5.27375e-05 0.000770012 3.14487e-09 0 0 0 0 0 0 0 0 0 0 0 0 2.98606e-07 0.0335837 2.98606e-07 0.0335837 0.274417 0.63454 0 0 0 0 13.0345 5.35052 29.6792 6.34456 0 0 0 0 0 0 0 0 0 0.000123743 0 0.789243 0 0 0 12.5341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.28442 0 0 0 
31.7622 0 0 21.5515 2.16299 0 0 0 0 0 0 13.0391 3.33839e-05 0.000823456 2.10828e-09 0 0 0 0 0 0 0 0 0 0 0 0 2.43786e-07 0.020605 2.43786e-07 0.020605 0.487518 0.706683 0 0 0 0 12.8791 5.23786 28.7132 6.2746 0 0 0 0 0 0 0 0 0 0.000244783 0 0.789212 0 0 0 13.1149 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.14048 0 0 0 
31.4059 0 0 22.4033 2.24848 0 0 0 0 0 0 0.0175941 3.38559e-08 1.17419e-06 2.25947e-12 0 0 0 0 0 0 0 0 0 0 0 0 9.0132e-05 6.56441 9.0132e-05 6.56441 0.722314 0.78694 0 0 0 0 12.7186 5.124 27.7605 6.19678 0 0 0 0 0 0 0 0 0 0 0 0.789153 0 0 0 13.7087 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.98142 0 0 0 
31.0492 0 0 23.249 2.33334 0 0 0 0 0 0 13.1029 2.08422e-05 0.000923375 1.46878e-09 0 0 0 0 0 0 0 0 0 0 0 0 6.86567e-07 0.0457929 6.86567e-07 0.0457929 0.972894 0.876173 0 0 0 0 12.5531 5.00886 26.8229 6.11022 0 0 0 0 0 0 0 0 0 0.000237554 0 0.789197 0 0 0 14.3083 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.80993 0 0 0 
30.6917 0 0 24.0868 2.41743 0 0 0 0 0 0 5.12554e-08 7.13312e-14 5.12554e-08 7.13312e-14 0 0 0 0 0 0 0 0 0 0 0 0 0.000104981 6.61833 0.000104981 6.61833 1.23557 0.973538 0 0 0 0 12.383 4.89238 25.9021 6.0158 0 0 0 0 0 0 0 0 0 9.0428e-09 0 0.789144 0 0 0 14.9097 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.62835 0 0 0 
30.3363 0 0 24.9157 2.50061 0 0 0 0 0 0 0.000205017 2.58391e-10 0.000205017 2.58391e-10 0 0 0 0 0 0 0 0 0 0 0 0 0.000218763 13.2646 1.33879e-07 0.0081177 1.50476 1.07374 0 0 0 0 12.2084 4.7745 24.9995 5.91861 0 0 0 0 0 0 0 0 0 4.79749e-05 0 0.789146 0 0 0 15.5079 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.44206 0 0 0 
29.9829 0 0 25.7344 2.58277 0 0 0 0 0 0 0.000671818 7.84515e-10 0.000671818 7.84515e-10 0 0 0 0 0 0 0 0 0 0 0 0 0.000225598 13.2971 1.38672e-07 0.00817355 1.77979 1.1767 0 0 0 0 12.0296 4.65516 24.1164 5.81876 0 0 0 0 0 0 0 0 0 0.000164695 0 0.789149 0 0 0 16.1016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.25144 0 0 0 
29.6314 0 0 26.5418 2.6638 0 0 0 0 0 0 0.000837837 9.21e-10 0.000837837 9.21e-10 0 0 0 0 0 0 0 0 0 0 0 0 0.000231016 13.3283 1.4263e-07 0.00822894 2.06032 1.28228 0 0 0 0 11.8472 4.53429 23.2536 5.71636 0 0 0 0 0 0 0 0 0 0.000200862 0 0.789154 0 0 0 16.69 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.05674 0 0 0 
29.2822 0 0 27.337 2.74361 0 0 0 0 0 0 13.2718 1.38909e-05 0.00116367 1.21795e-09 0 0 0 0 0 0 0 0 0 0 0 0 8.41203e-07 0.0477328 8.41203e-07 0.0477328 2.34625 1.39034 0 0 0 0 11.6613 4.41185 22.4121 5.61155 0 0 0 0 0 0 0 0 0 0.000260234 0 0.789221 0 0 0 17.2724 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.85807 0 0 0 
28.9353 0 0 28.1191 2.8221 0 0 0 0 0 0 13.2698 1.33377e-05 0.00120406 1.21022e-09 0 0 0 0 0 0 0 0 0 0 0 0 1.13027e-06 0.0632942 1.13027e-06 0.0632942 2.63718 1.50073 0 0 0 0 11.4724 4.28778 21.5924 5.50449 0 0 0 0 0 0 0 0 0 0.000260221 0 0.789227 0 0 0 17.8483 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.65573 0 0 0 
28.5934 0 0 28.8873 2.8992 0 0 0 0 0 0 13.3913 1.30358e-05 0.00125466 1.22135e-09 0 0 0 0 0 0 0 0 0 0 0 0 2.9921e-07 0.0165875 2.9921e-07 0.0165875 2.92713 1.61326 0 0 0 0 11.281 4.1657 20.7951 5.39535 0 0 0 0 0 0 0 0 0 0.000284782 0 0.789235 0 0 0 18.4142 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.45289 0 0 0 
28.2564 0 0 29.6411 2.97484 0 0 0 0 0 0 0.00131453 1.24731e-09 0.00131453 1.24731e-09 0 0 0 0 0 0 0 0 0 0 0 0 3.00205e-07 0.0165137 3.00205e-07 0.0165137 3.21557 1.72746 0 0 0 0 11.0875 4.04564 20.0204 5.28459 0 0 0 0 0 0 0 0 0 13.4175 0 0.789242 0 0 0 18.9695 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.25005 0 0 0 
27.9251 0 0 30.3797 3.04896 0 0 0 0 0 0 0.00141141 1.31152e-09 0.00141141 1.31152e-09 0 0 0 0 0 0 0 0 0 0 0 0 8.39663e-07 0.045905 8.39663e-07 0.045905 3.50128 1.84203 0 0 0 0 10.8923 3.92761 19.2687 5.17348 0 0 0 0 0 0 0 0 0 13.3849 0 0.789249 0 0 0 19.5133 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.04845 0 0 0 
27.5992 0 0 31.1028 3.12153 0 0 0 0 0 0 0.00141786 1.29523e-09 0.00141786 1.29523e-09 0 0 0 0 0 0 0 0 0 0 0 0 5.15209e-07 0.0280311 5.15209e-07 0.0280311 3.7847 1.95746 0 0 0 0 10.6957 3.8116 18.5398 5.06153 0 0 0 0 0 0 0 0 0 13.4463 0 0.789257 0 0 0 20.0458 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.84764 0 0 0 
27.2787 0 0 31.81 3.1925 0 0 0 0 0 0 0.00143528 1.29315e-09 0.00143528 1.29315e-09 0 0 0 0 0 0 0 0 0 0 0 0 3.99525e-07 0.0216559 3.99525e-07 0.0216559 4.06613 2.07416 0 0 0 0 10.4984 3.69763 17.8339 4.94835 0 0 0 0 0 0 0 0 0 13.484 0 0.789264 0 0 0 20.567 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.64726 0 0 0 
26.9635 0 0 32.5009 3.26184 0 0 0 0 0 0 0.00148318 1.3216e-09 0.00148318 1.3216e-09 0 0 0 0 0 0 0 0 0 0 0 0 5.44517e-07 0.0294321 5.44517e-07 0.0294321 4.34583 2.19243 0 0 0 0 10.3006 3.58571 17.1508 4.83364 0 0 0 0 0 0 0 0 0 13.4927 0 0.789271 0 0 0 21.077 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.44705 0 0 0 
