Al(SO4)+ Al(SO4)2- Al+3 AlO+ AlO2- AlO2H@ AlOH+2 AlHSiO3+2 AlSiO4- AlSiO5-3 Ca(CO3)@ Ca(HCO3)+ Ca(SO4)@ Ca+2 CaOH+ Ca(HSiO3)+ CaSiO3@ Fe(CO3)@ Fe(HCO3)+ Fe(HSO4)+ Fe(SO4)@ Fe+2 FeOH+ Fe(HSO4)+2 Fe(SO4)+ Fe(SO4)2- Fe+3 Fe2(OH)2+4 Fe3(OH)4+5 FeO+ FeO2- FeO2H@ FeOH+2 FeHSiO3+2 K(SO4)- K+ KOH@ Mg(CO3)@ Mg(HCO3)+ Mg+2 MgOH+ MgSO4@ Mg(HSiO3)+ MgSiO3@ Na(CO3)- Na(HCO3)@ Na(SO4)- Na+ NaOH@ HSiO3- Si4O10-4 SiO2@ SiO3-2 CO2@ CO3-2 HCO3- CH4@ H2@ N2@ O2@ S2O3-2 HSO3- SO3-2 HSO4- SO4-2 H2S@ HS- S-2 OH- H+ H2O@ 
0 0 0 1.55625e-21 6.24535e-07 4.60494e-14 5.91503e-29 0 4.47619e-12 2.36461e-10 5.5506e-06 4.33231e-11 0.000293564 0.000276651 0.000513343 1.36723e-08 3.34028e-05 0 0 0 0 0 2.2486e-31 0 0 0 0 0 0 5.86535e-20 5.33227e-09 1.54086e-13 1.55378e-29 0 0.0485091 0.387252 0.0273916 3.46686e-12 4.35905e-17 3.03456e-10 1.232e-08 3.7824e-10 2.9918e-14 4.61259e-10 0.000122509 2.08025e-09 0.0146476 0.165158 0.0222577 1.03765e-05 3.86511e-16 1.80067e-09 3.35855e-05 2.47066e-15 0.000132588 4.08653e-08 0 0 0.000518809 0.000264747 0 0 0 8.27253e-14 0.0588846 0 0 0 0.372086 4.80968e-14 0.980596 
0 0 0 1.58158e-21 6.39403e-07 4.69718e-14 5.98891e-29 0 4.5828e-12 2.43871e-10 5.55061e-06 4.31625e-11 0.000289775 0.000274614 0.000511454 1.36221e-08 3.3404e-05 0 0 0 0 0 2.17453e-31 0 0 0 0 0 0 5.67255e-20 5.19522e-09 1.49572e-13 1.49711e-29 0 0.048305 0.3878 0.0275317 3.46686e-12 4.34289e-17 3.01221e-10 1.22746e-08 3.73358e-10 2.98082e-14 4.61276e-10 0.000123314 2.0862e-09 0.0145536 0.165025 0.0223219 1.04148e-05 3.92673e-16 1.80069e-09 3.38337e-05 2.4706e-15 0.000133563 4.10146e-08 0 0 0.000518777 0.000264814 0 0 0 8.1956e-14 0.058552 0 0 0 0.373455 4.79185e-14 0.980573 
0 0 0 1.60009e-21 6.5056e-07 4.76568e-14 6.0414e-29 0 4.66281e-12 2.49493e-10 5.55061e-06 4.30391e-11 0.000287052 0.000273046 0.000510002 1.35836e-08 3.34051e-05 0 0 0 0 0 2.11747e-31 0 0 0 0 0 0 5.52412e-20 5.088e-09 1.46073e-13 1.4537e-29 0 0.0481893 0.388346 0.0276489 3.46686e-12 4.33047e-17 2.99502e-10 1.22398e-08 3.6985e-10 2.97238e-14 4.61291e-10 0.000123915 2.09046e-09 0.014487 0.164896 0.022368 1.04441e-05 3.96558e-16 1.80071e-09 3.40231e-05 2.47054e-15 0.000134306 4.11286e-08 0 0 0.000518745 0.00026488 0 0 0 8.14113e-14 0.0583245 0 0 0 0.374501 4.77815e-14 0.980552 
0 0 0 1.61403e-21 6.59256e-07 4.81837e-14 6.07934e-29 0 4.72519e-12 2.53933e-10 5.55061e-06 4.29382e-11 0.000285013 0.000271761 0.000508818 1.35522e-08 3.34062e-05 0 0 0 0 0 2.07218e-31 0 0 0 0 0 0 5.40635e-20 5.00253e-09 1.43291e-13 1.41928e-29 0 0.0481366 0.388909 0.0277535 3.46686e-12 4.32032e-17 2.98092e-10 1.22114e-08 3.67222e-10 2.96551e-14 4.61305e-10 0.000124393 2.09374e-09 0.0144396 0.164775 0.0224036 1.04678e-05 4.00049e-16 1.80073e-09 3.41762e-05 2.47049e-15 0.000134907 4.12208e-08 0 0 0.000518713 0.000264944 0 0 0 8.10141e-14 0.0581689 0 0 0 0.375349 4.76695e-14 0.980531 
0 0 0 1.62474e-21 6.66261e-07 4.86012e-14 6.10674e-29 0 4.77544e-12 2.57559e-10 5.55061e-06 4.28511e-11 0.000283438 0.000270647 0.000507796 1.35251e-08 3.34072e-05 0 0 0 0 0 2.03526e-31 0 0 0 0 0 0 5.3104e-20 4.93321e-09 1.41031e-13 1.39114e-29 0 0.0481326 0.389503 0.0278518 3.46686e-12 4.31155e-17 2.96869e-10 1.21869e-08 3.65193e-10 2.95959e-14 4.6132e-10 0.000124798 2.09648e-09 0.0144066 0.164663 0.0224334 1.0488e-05 4.02954e-16 1.80075e-09 3.43058e-05 2.47044e-15 0.000135414 4.12992e-08 0 0 0.000518681 0.000265008 0 0 0 8.07197e-14 0.058065 0 0 0 0.376071 4.75728e-14 0.980511 
0 0 0 1.63307e-21 6.72056e-07 4.89391e-14 6.12606e-29 0 4.81703e-12 2.60611e-10 5.55061e-06 4.27723e-11 0.000282192 0.000269635 0.000506874 1.35007e-08 3.34084e-05 0 0 0 0 0 2.00455e-31 0 0 0 0 0 0 5.23064e-20 4.8764e-09 1.39166e-13 1.36757e-29 0 0.0481688 0.390139 0.027948 3.46686e-12 4.30362e-17 2.95759e-10 1.21647e-08 3.63588e-10 2.95424e-14 4.61336e-10 0.000125163 2.09897e-09 0.0143852 0.164563 0.0224606 1.05061e-05 4.05485e-16 1.80077e-09 3.44207e-05 2.47038e-15 0.000135863 4.13689e-08 0 0 0.00051865 0.000265072 0 0 0 8.05006e-14 0.0580014 0 0 0 0.376714 4.74853e-14 0.980489 
0 0 0 1.63922e-21 6.76682e-07 4.92022e-14 6.13845e-29 0 4.85023e-12 2.63093e-10 5.55062e-06 4.2703e-11 0.000281246 0.000268742 0.000506065 1.34793e-08 3.34095e-05 0 0 0 0 0 1.98002e-31 0 0 0 0 0 0 5.167e-20 4.83201e-09 1.37693e-13 1.34858e-29 0 0.0482353 0.39079 0.0280394 3.46687e-12 4.29666e-17 2.9478e-10 1.21453e-08 3.62369e-10 2.94956e-14 4.61351e-10 0.000125473 2.10103e-09 0.0143725 0.164465 0.0224831 1.05217e-05 4.0762e-16 1.80079e-09 3.45194e-05 2.47033e-15 0.000136248 4.14291e-08 0 0 0.00051862 0.000265134 0 0 0 8.03473e-14 0.0579708 0 0 0 0.377271 4.74084e-14 0.980468 
0 0 0 1.64376e-21 6.80454e-07 4.941e-14 6.14552e-29 0 4.87732e-12 2.65163e-10 5.55062e-06 4.264e-11 0.000280518 0.000267926 0.00050533 1.34598e-08 3.34106e-05 0 0 0 0 0 1.96013e-31 0 0 0 0 0 0 5.11543e-20 4.79719e-09 1.36517e-13 1.33298e-29 0 0.0483271 0.391462 0.0281285 3.46687e-12 4.29032e-17 2.93885e-10 1.21277e-08 3.6143e-10 2.9453e-14 4.61367e-10 0.00012575 2.10283e-09 0.0143669 0.164371 0.0225029 1.05357e-05 4.09491e-16 1.80081e-09 3.46072e-05 2.47027e-15 0.00013659 4.14829e-08 0 0 0.00051859 0.000265195 0 0 0 8.02432e-14 0.0579658 0 0 0 0.37777 4.73384e-14 0.980446 
0 0 0 1.64714e-21 6.83613e-07 4.95785e-14 6.14889e-29 0 4.90001e-12 2.66932e-10 5.55062e-06 4.25817e-11 0.000279943 0.000267168 0.000504651 1.34419e-08 3.34117e-05 0 0 0 0 0 1.9436e-31 0 0 0 0 0 0 5.07266e-20 4.76933e-09 1.35557e-13 1.31984e-29 0 0.0484356 0.392145 0.0282155 3.46687e-12 4.28445e-17 2.93054e-10 1.21114e-08 3.6069e-10 2.94138e-14 4.61382e-10 0.000126001 2.10444e-09 0.0143661 0.16428 0.0225207 1.05485e-05 4.11677e-16 1.80082e-09 3.4687e-05 2.47022e-15 0.0001369 4.15319e-08 0 0 0.000518561 0.000265255 0 0 0 8.01735e-14 0.0579784 0 0 0 0.378225 4.72737e-14 0.980424 
0 0 0 1.64957e-21 6.86289e-07 4.97152e-14 6.14898e-29 0 4.91925e-12 2.6847e-10 5.55062e-06 4.25262e-11 0.000279492 0.000266444 0.000504005 1.34248e-08 3.34129e-05 0 0 0 0 0 1.92981e-31 0 0 0 0 0 0 5.03699e-20 4.74734e-09 1.34777e-13 1.30865e-29 0 0.0485615 0.39285 0.0283025 3.46687e-12 4.27886e-17 2.9226e-10 1.20959e-08 3.60109e-10 2.93764e-14 4.61399e-10 0.000126238 2.10598e-09 0.01437 0.164193 0.0225377 1.05606e-05 4.1268e-16 1.80084e-09 3.47614e-05 2.47016e-15 0.000137189 4.15779e-08 0 0 0.000518532 0.000265314 0 0 0 8.0133e-14 0.0580072 0 0 0 0.378653 4.72121e-14 0.980401 
0 0 0 1.65117e-21 6.88579e-07 4.98258e-14 6.14612e-29 0 4.93572e-12 2.69828e-10 5.55063e-06 4.2472e-11 0.000279144 0.000265736 0.000503376 1.34082e-08 3.34141e-05 0 0 0 0 0 1.91826e-31 0 0 0 0 0 0 5.00718e-20 4.73039e-09 1.34147e-13 1.29903e-29 0 0.0487051 0.393584 0.0283909 3.46687e-12 4.27342e-17 2.91483e-10 1.20808e-08 3.59661e-10 2.93401e-14 4.61415e-10 0.000126472 2.10754e-09 0.0143786 0.164113 0.0225549 1.05722e-05 4.1411e-16 1.80087e-09 3.48324e-05 2.4701e-15 0.000137464 4.1622e-08 0 0 0.000518504 0.000265372 0 0 0 8.0118e-14 0.0580511 0 0 0 0.379064 4.7152e-14 0.980377 
0 0 0 1.65207e-21 6.90559e-07 4.99146e-14 6.14053e-29 0 4.94997e-12 2.71043e-10 5.55063e-06 4.24182e-11 0.000278882 0.000265029 0.000502751 1.33917e-08 3.34154e-05 0 0 0 0 0 1.90857e-31 0 0 0 0 0 0 4.98223e-20 4.7178e-09 1.33644e-13 1.29069e-29 0 0.0488671 0.394354 0.0284818 3.46687e-12 4.268e-17 2.90707e-10 1.20658e-08 3.59323e-10 2.9304e-14 4.61433e-10 0.000126708 2.10917e-09 0.014392 0.164041 0.022573 1.05835e-05 4.15462e-16 1.80089e-09 3.49016e-05 2.47003e-15 0.000137732 4.16652e-08 0 0 0.000518476 0.000265428 0 0 0 8.01258e-14 0.0581096 0 0 0 0.379467 4.70922e-14 0.980352 
